Geneid	Col_100	Col_131	Col_182	Col_184	Col_186	Col_195	Col_326	Col_87	Col_9
ENSMUSG00000098926	1	0	1	0	0	0	0	0	0
ENSMUSG00000058729	502	453	328	292	400	210	235	364	324
ENSMUSG00000026497	0	0	0	0	0	0	0	0	0
ENSMUSG00000104202	0	0	2	0	0	0	0	0	2
ENSMUSG00000026499	3928	4672	3956	4121	3944	3359	4160	3102	3153
ENSMUSG00000103649	213	220	132	181	144	115	130	110	140
ENSMUSG00000103156	9	15	21	30	27	8	46	13	12
ENSMUSG00000079045	0	0	0	0	0	0	2	2	0
ENSMUSG00000120099	8	0	2	0	2	1	0	2	0
ENSMUSG00000120125	0	0	0	0	0	0	0	0	0
ENSMUSG00000120000	0	0	0	0	0	0	0	0	0
ENSMUSG00000120049	3	8	0	2	0	10	0	2	16
ENSMUSG00000120334	129	172	173	154	145	89	138	107	218
ENSMUSG00000120337	0	0	0	0	0	0	0	0	0
ENSMUSG00000100182	12	16	12	22	6	2	10	10	8
ENSMUSG00000120472	0	2	0	0	0	0	0	0	0
ENSMUSG00000099556	9	23	14	6	7	9	10	4	15
ENSMUSG00000104077	14	19	13	24	11	20	25	8	13
ENSMUSG00000089812	22	31	33	54	32	42	34	29	19
ENSMUSG00000120105	7	10	10	13	11	13	5	6	12
ENSMUSG00000120538	5	16	19	20	10	10	22	10	2
ENSMUSG00000119941	6	16	2	4	4	6	6	2	0
ENSMUSG00000103708	0	0	0	0	2	0	0	0	0
ENSMUSG00000104351	0	0	1	2	2	0	2	0	0
ENSMUSG00000119961	23	22	18	38	6	20	28	41	24
ENSMUSG00000120661	0	1	0	0	0	2	2	0	2
ENSMUSG00000120372	0	8	2	2	10	10	4	0	8
ENSMUSG00000101223	0	5	0	4	2	2	4	5	9
ENSMUSG00000120706	0	2	4	0	6	0	6	2	4
ENSMUSG00000120728	0	0	0	0	0	0	0	0	0
ENSMUSG00000120738	0	0	0	0	0	0	0	0	0
ENSMUSG00000101746	1	0	0	0	0	4	2	12	15
ENSMUSG00000120753	0	0	0	0	0	0	0	0	0
ENSMUSG00000120403	14	10	20	14	6	22	14	12	28
ENSMUSG00000072109	38	66	13	63	36	13	14	53	230
ENSMUSG00000100594	59	54	62	60	44	68	106	50	54
ENSMUSG00000097754	7	6	8	15	3	15	14	8	2
ENSMUSG00000102336	73	131	275	186	129	98	182	72	44
ENSMUSG00000087022	618	878	597	434	515	477	482	560	392
ENSMUSG00000097893	24	9	8	7	18	2	10	16	21
ENSMUSG00000120829	0	0	0	0	0	0	0	0	0
ENSMUSG00000120831	0	0	0	0	0	0	0	0	0
ENSMUSG00000120832	0	4	0	7	2	0	5	0	0
ENSMUSG00000101257	0	0	0	0	0	0	0	0	0
ENSMUSG00000120842	0	2	0	4	0	0	4	0	0
ENSMUSG00000103174	1	2	3	0	1	0	0	0	3
ENSMUSG00000097416	10	16	10	16	2	10	4	0	0
ENSMUSG00000103383	0	0	0	0	0	4	0	0	0
ENSMUSG00000120458	10	7	24	8	5	5	20	22	14
ENSMUSG00000120874	6	14	4	10	4	22	17	23	14
ENSMUSG00000073538	30	26	12	40	14	5	8	12	106
ENSMUSG00000120395	316	360	424	451	169	452	387	103	161
ENSMUSG00000120903	160	233	152	176	121	174	155	193	188
ENSMUSG00000119944	6	0	14	6	2	6	8	6	4
ENSMUSG00000097615	6	172	596	470	75	205	139	0	41
ENSMUSG00000101514	0	0	0	0	0	0	0	0	0
ENSMUSG00000085653	0	0	0	0	0	0	0	0	0
ENSMUSG00000087213	69	27	8	13	22	22	12	37	47
ENSMUSG00000120921	0	0	0	0	0	0	0	0	0
ENSMUSG00000120002	6	8	9	7	16	9	10	3	4
ENSMUSG00000102202	26	22	42	80	24	44	58	6	62
ENSMUSG00000120654	7	4	0	0	0	0	0	0	0
ENSMUSG00000120928	22	50	20	26	19	20	17	21	20
ENSMUSG00000102923	0	2	0	0	0	0	2	0	2
ENSMUSG00000098243	2	12	4	5	4	8	2	0	4
ENSMUSG00000120355	0	0	0	1	0	0	0	2	0
ENSMUSG00000085965	0	0	0	0	0	4	0	4	2
ENSMUSG00000097503	9	14	0	0	19	0	16	14	24
ENSMUSG00000100147	6	9	19	10	2	18	6	6	8
ENSMUSG00000120948	0	3	0	2	0	2	5	0	4
ENSMUSG00000102185	97	345	1087	1150	437	597	735	66	0
ENSMUSG00000073478	119	134	90	74	116	116	126	102	98
ENSMUSG00000085184	39	96	166	147	105	82	131	41	42
ENSMUSG00000101211	0	0	2	0	0	0	0	0	0
ENSMUSG00000120041	0	0	0	0	0	0	0	0	0
ENSMUSG00000120194	0	0	0	0	2	0	0	0	0
ENSMUSG00000120601	0	0	0	0	0	0	0	2	0
ENSMUSG00000086706	134	264	224	286	193	193	191	70	185
ENSMUSG00000119953	0	0	0	2	0	0	1	4	0
ENSMUSG00000097881	0	0	0	0	0	0	0	0	0
ENSMUSG00000120556	0	0	0	0	0	0	0	2	0
ENSMUSG00000120457	0	0	0	0	0	1	0	0	1
ENSMUSG00000100546	0	0	0	0	0	0	0	0	0
ENSMUSG00000100627	8	12	9	1	6	1	3	6	0
ENSMUSG00000104509	0	0	0	0	0	0	0	0	0
ENSMUSG00000121003	0	0	0	0	0	0	0	0	0
ENSMUSG00000092627	0	0	8	0	2	0	2	4	4
ENSMUSG00000099707	0	0	0	2	0	2	0	0	0
ENSMUSG00000120094	4	0	4	10	6	8	7	0	2
ENSMUSG00000120108	0	0	4	0	0	0	0	0	0
ENSMUSG00000120092	70	26	49	27	22	32	46	38	40
ENSMUSG00000101299	0	0	0	0	0	0	0	0	0
ENSMUSG00000099553	0	0	0	0	0	0	0	2	0
ENSMUSG00000121019	0	0	0	0	0	0	0	0	0
ENSMUSG00000121025	1	5	7	0	9	0	0	0	2
ENSMUSG00000120763	2	0	0	2	0	2	0	4	2
ENSMUSG00000121026	0	0	2	4	0	0	2	0	0
ENSMUSG00000120197	4	0	4	6	2	2	4	0	2
ENSMUSG00000101741	6	10	0	2	2	2	8	4	8
ENSMUSG00000096929	139	244	358	342	261	327	533	153	148
ENSMUSG00000121041	4	0	0	0	0	0	1	0	0
ENSMUSG00000100426	2	0	0	2	2	0	2	0	2
ENSMUSG00000121044	0	2	0	0	0	0	0	0	1
ENSMUSG00000097063	2	6	6	6	2	4	11	0	0
ENSMUSG00000121071	11	14	14	12	6	6	16	8	22
ENSMUSG00000120413	25	21	45	27	25	36	40	16	23
ENSMUSG00000121039	0	0	4	6	2	4	2	6	0
ENSMUSG00000090031	120	204	206	243	175	209	199	112	170
ENSMUSG00000104340	66	24	2	7	18	2	2	43	22
ENSMUSG00000120584	2	0	34	24	6	10	17	6	4
ENSMUSG00000103746	8	10	12	6	10	18	22	20	14
ENSMUSG00000121164	46	28	4	14	10	10	6	22	36
ENSMUSG00000101172	2	1	1	10	0	11	0	1	1
ENSMUSG00000101011	0	0	0	0	0	0	0	0	0
ENSMUSG00000121189	5	1	6	20	6	9	12	2	7
ENSMUSG00000121223	0	0	0	0	0	0	6	2	0
ENSMUSG00000121232	0	0	0	0	0	0	0	0	0
ENSMUSG00000097519	6	14	16	16	10	6	8	5	2
ENSMUSG00000097649	108	71	131	127	56	172	187	45	24
ENSMUSG00000121239	8	1	0	2	2	0	0	4	2
ENSMUSG00000097573	19	20	19	10	10	11	13	13	22
ENSMUSG00000121242	0	0	0	0	0	0	0	0	0
ENSMUSG00000053925	21	18	29	17	23	25	56	34	21
ENSMUSG00000085526	0	0	3	10	10	0	2	0	3
ENSMUSG00000119954	0	0	0	0	0	0	0	0	0
ENSMUSG00000120782	0	0	0	0	0	0	0	0	0
ENSMUSG00000100832	0	0	0	0	0	0	0	0	0
ENSMUSG00000086350	28	20	24	51	20	30	33	23	26
ENSMUSG00000121256	8	10	10	16	9	11	17	9	12
ENSMUSG00000100457	0	0	0	0	0	0	0	0	0
ENSMUSG00000104011	350	560	691	743	359	735	457	213	251
ENSMUSG00000121266	0	2	4	11	3	0	1	0	0
ENSMUSG00000073535	2	0	0	0	0	2	4	0	8
ENSMUSG00000097482	17	39	62	32	24	24	28	29	23
ENSMUSG00000097814	40	52	71	76	46	37	96	28	22
ENSMUSG00000099843	82	126	120	85	73	68	95	68	82
ENSMUSG00000121270	0	0	0	0	0	0	0	0	0
ENSMUSG00000084799	68	98	119	108	74	114	97	70	70
ENSMUSG00000049881	358	344	366	321	278	288	250	256	351
ENSMUSG00000079671	11	4	8	19	3	6	17	5	7
ENSMUSG00000121271	0	12	3	0	2	6	0	0	0
ENSMUSG00000121272	2	3	14	26	6	2	16	0	4
ENSMUSG00000121086	0	0	0	0	0	0	0	0	0
ENSMUSG00000121273	0	0	0	0	0	0	0	0	0
ENSMUSG00000121274	0	0	0	0	0	0	10	0	0
ENSMUSG00000121042	3	3	0	10	0	1	3	4	23
ENSMUSG00000120750	0	0	0	0	0	0	0	4	0
ENSMUSG00000121275	18	19	15	9	19	14	30	2	4
ENSMUSG00000121135	93	17	4	44	14	11	15	35	34
ENSMUSG00000121276	0	0	0	0	0	0	0	0	0
ENSMUSG00000120056	4	0	6	0	2	0	0	0	0
ENSMUSG00000121277	12	18	34	40	20	48	43	12	29
ENSMUSG00000120933	4	0	3	2	4	0	2	0	1
ENSMUSG00000089706	37	72	76	101	43	65	94	18	59
ENSMUSG00000100280	164	250	301	266	185	243	279	120	181
ENSMUSG00000121043	0	0	0	0	0	0	0	0	0
ENSMUSG00000097398	0	0	7	2	0	2	0	2	6
ENSMUSG00000060424	8	10	15	14	6	27	15	11	16
ENSMUSG00000121278	1	0	4	0	0	0	0	2	0
ENSMUSG00000097113	13	4	14	13	11	7	12	3	27
ENSMUSG00000121279	0	0	0	0	0	0	0	0	0
ENSMUSG00000101102	6	78	87	99	26	119	80	16	11
ENSMUSG00000101483	0	2	2	0	0	2	0	2	0
ENSMUSG00000120521	4	4	1	0	2	2	2	2	0
ENSMUSG00000121280	4	12	31	47	17	19	22	6	18
ENSMUSG00000098234	736	767	567	585	635	673	567	515	653
ENSMUSG00000120473	0	0	0	0	0	0	0	0	0
ENSMUSG00000053332	4783	4164	3564	4414	3337	6184	4319	3618	4378
ENSMUSG00000041396	174	144	145	190	163	114	148	160	174
ENSMUSG00000120445	0	0	0	0	4	0	2	4	0
ENSMUSG00000103960	0	0	0	0	0	0	0	0	0
ENSMUSG00000026582	6	0	10	0	2	2	4	4	4
ENSMUSG00000026581	110	154	10	276	46	30	28	106	711
ENSMUSG00000026580	38	4	26	8	5	15	12	62	68
ENSMUSG00000090081	2	0	2	0	0	0	0	0	0
ENSMUSG00000086593	0	0	0	0	0	0	0	0	0
ENSMUSG00000100987	0	0	0	0	2	0	2	2	0
ENSMUSG00000120798	0	5	8	10	6	6	10	6	4
ENSMUSG00000099507	0	2	0	0	0	0	0	0	0
ENSMUSG00000041559	20	16	82	80	46	64	100	28	84
ENSMUSG00000120043	171	101	161	109	67	73	121	107	87
ENSMUSG00000120884	2	9	5	2	4	0	3	0	2
ENSMUSG00000121237	16	23	31	5	23	32	28	7	4
ENSMUSG00000102380	0	4	2	6	4	6	2	2	2
ENSMUSG00000073559	0	0	0	0	0	0	0	0	0
ENSMUSG00000026450	283	254	60	52	208	222	78	135	73
ENSMUSG00000064246	80	2	6	18	8	8	14	24	196
ENSMUSG00000042451	0	0	0	0	0	0	0	0	0
ENSMUSG00000042429	79	72	71	106	90	87	131	160	61
ENSMUSG00000104413	0	2	0	0	0	0	0	0	6
ENSMUSG00000051251	4	14	8	0	0	2	20	2	0
ENSMUSG00000003458	8774	6758	4366	4621	5403	4632	4604	5885	6627
ENSMUSG00000026553	11756	12970	10449	11546	9770	8295	10083	9208	9663
ENSMUSG00000102779	0	4	2	0	1	5	4	0	0
ENSMUSG00000103380	1	3	7	0	2	3	3	0	0
ENSMUSG00000003464	2970	3532	2212	2240	2844	2274	2236	2469	2612
ENSMUSG00000089803	0	6	2	6	2	4	2	0	0
ENSMUSG00000026554	4643	4906	4567	4656	4188	4780	5016	4180	4728
ENSMUSG00000013698	1721	1149	1740	1830	1279	1381	1918	1960	2029
ENSMUSG00000007122	6	6	15	12	3	15	5	17	4
ENSMUSG00000092085	0	0	0	0	0	0	2	0	1
ENSMUSG00000026556	197	204	184	144	126	114	142	182	162
ENSMUSG00000118618	0	0	0	0	0	0	0	0	0
ENSMUSG00000121342	0	0	0	0	0	0	0	0	0
ENSMUSG00000101940	0	0	0	0	0	0	0	0	0
ENSMUSG00000121351	0	0	0	0	0	0	0	0	0
ENSMUSG00000102817	0	2	2	6	0	1	0	2	0
ENSMUSG00000121369	24	20	29	25	4	14	24	9	10
ENSMUSG00000096964	0	0	0	0	0	0	0	0	0
ENSMUSG00000121407	8	6	14	10	2	12	6	2	2
ENSMUSG00000045463	0	0	0	0	0	0	0	0	0
ENSMUSG00000121412	0	0	0	0	0	0	0	0	0
ENSMUSG00000101348	0	0	0	0	0	0	0	0	0
ENSMUSG00000121413	2	0	0	1	2	0	2	0	1
ENSMUSG00000103105	0	0	0	0	0	0	0	0	0
ENSMUSG00000121434	0	0	0	0	0	0	0	0	0
ENSMUSG00000102371	0	0	0	0	0	0	0	0	0
ENSMUSG00000121436	0	0	0	0	0	0	0	0	0
ENSMUSG00000079455	0	0	0	0	0	0	0	0	0
ENSMUSG00000121478	2	0	0	0	0	0	0	0	2
ENSMUSG00000102059	0	0	0	0	0	0	0	0	0
ENSMUSG00000121483	61	36	19	48	28	33	42	47	45
ENSMUSG00000025936	0	0	0	0	0	0	0	0	0
ENSMUSG00000121505	59	79	114	125	47	70	86	80	11
ENSMUSG00000100658	18	38	12	37	6	16	14	6	113
ENSMUSG00000121181	2	1	0	1	1	0	0	0	0
ENSMUSG00000097993	13	12	20	10	9	5	20	18	24
ENSMUSG00000097988	0	0	0	0	0	0	0	0	0
ENSMUSG00000120719	0	0	0	0	0	0	0	0	0
ENSMUSG00000031506	80	162	52	145	60	44	58	78	406
ENSMUSG00000026426	1849	1754	1513	1808	1457	1674	1915	1413	1804
ENSMUSG00002075149	2	8	6	9	2	17	12	0	4
ENSMUSG00000085311	4	20	12	10	5	29	12	5	11
ENSMUSG00000026424	74	86	130	102	79	128	172	50	76
ENSMUSG00000026062	13213	18630	11479	14032	9794	12803	10892	8214	13660
ENSMUSG00000103679	11	6	16	8	8	7	20	6	2
ENSMUSG00000103270	17	18	17	16	16	15	11	11	9
ENSMUSG00000092572	0	0	2	2	0	0	2	0	0
ENSMUSG00000026303	4725	4495	3999	4114	3276	2805	4176	4250	3467
ENSMUSG00000090550	0	1	8	2	2	6	7	0	6
ENSMUSG00000100791	0	0	0	0	0	0	0	0	0
ENSMUSG00000026304	949	779	797	672	504	992	710	552	818
ENSMUSG00000053185	0	2	0	0	0	0	0	0	0
ENSMUSG00000100261	0	2	0	2	0	4	0	0	0
ENSMUSG00000101180	0	0	0	0	0	0	0	0	0
ENSMUSG00000048874	2644	3054	3000	2929	2574	2555	3391	2302	2873
ENSMUSG00000103783	4	12	4	2	4	0	2	0	2
ENSMUSG00000104315	6	17	15	29	10	24	35	6	6
ENSMUSG00000026064	32	46	45	49	17	14	74	26	33
ENSMUSG00000117310	32	18	42	16	17	22	29	26	41
ENSMUSG00000117091	0	0	0	0	0	0	0	0	7
ENSMUSG00000100237	4	1	0	0	1	0	0	0	2
ENSMUSG00002076113	0	0	0	0	0	0	0	0	0
ENSMUSG00000100910	0	2	0	0	0	0	0	0	0
ENSMUSG00000099796	0	0	0	0	0	0	0	2	0
ENSMUSG00000050217	0	0	0	0	0	0	0	0	0
ENSMUSG00000026063	0	0	0	0	0	0	0	0	0
ENSMUSG00000077664	0	0	0	0	0	0	0	0	0
ENSMUSG00000091993	4	9	6	0	3	2	4	0	4
ENSMUSG00000119640	0	0	0	0	0	0	0	0	0
ENSMUSG00000060244	71	44	28	36	28	15	44	48	54
ENSMUSG00000038218	0	2	0	0	0	0	0	0	1
ENSMUSG00000038209	14	8	27	55	22	14	10	42	80
ENSMUSG00000103980	0	0	0	0	0	0	0	0	0
ENSMUSG00000004709	26	36	14	22	26	11	30	36	71
ENSMUSG00000004707	28	113	13	155	38	36	45	64	318
ENSMUSG00000103219	0	0	0	0	0	0	0	0	0
ENSMUSG00000098316	1	0	0	0	0	0	0	0	0
ENSMUSG00000086726	4	2	2	0	0	2	0	7	16
ENSMUSG00000086727	16	4	4	10	6	12	2	9	25
ENSMUSG00000100205	0	0	0	0	0	0	0	0	0
ENSMUSG00000100592	0	0	0	0	0	0	0	0	0
ENSMUSG00000094215	0	0	0	0	0	0	0	0	0
ENSMUSG00000020423	6970	6527	6558	6207	4130	5939	8657	4526	6878
ENSMUSG00000009772	1420	1699	1737	1984	1014	1248	1694	1257	2040
ENSMUSG00000041945	260	459	245	271	304	167	277	284	262
ENSMUSG00000103421	69	85	102	49	39	25	46	40	50
ENSMUSG00000116158	0	0	0	0	0	0	0	0	0
ENSMUSG00000026638	6830	7741	6963	7040	5923	4847	7116	6272	5825
ENSMUSG00000120377	0	0	3	2	0	0	0	0	0
ENSMUSG00000097918	0	0	0	5	0	0	2	4	0
ENSMUSG00000026407	2	2	4	0	2	4	0	2	0
ENSMUSG00000102838	0	4	6	10	0	0	0	0	0
ENSMUSG00000086264	8	21	19	13	4	16	24	4	3
ENSMUSG00000041570	792	791	932	1080	1201	1110	1687	766	552
ENSMUSG00000041605	6772	6619	4819	5480	4877	4148	5717	4354	5046
ENSMUSG00000079330	2	0	0	0	0	0	1	0	0
ENSMUSG00000119402	0	0	0	0	0	0	0	0	0
ENSMUSG00000102628	14	4	6	4	2	4	12	0	0
ENSMUSG00000100595	0	0	0	0	0	0	0	0	0
ENSMUSG00000097426	2	2	0	0	0	2	4	2	4
ENSMUSG00000102095	1	4	0	0	0	1	3	0	2
ENSMUSG00000100954	139	117	118	165	117	76	115	69	120
ENSMUSG00000114694	4	0	12	0	4	0	2	10	4
ENSMUSG00000114582	4	0	0	0	0	0	2	0	0
ENSMUSG00000114591	2	0	0	0	0	0	0	0	6
ENSMUSG00000034088	17221	18552	15289	15129	14672	10867	13921	12325	11873
ENSMUSG00000090489	0	10	15	14	17	7	4	2	0
ENSMUSG00000026276	66	96	99	110	68	86	91	100	52
ENSMUSG00000116048	0	0	0	0	0	0	0	0	0
ENSMUSG00000089334	0	0	0	0	0	0	0	0	0
ENSMUSG00000060715	0	0	1	6	2	1	4	0	0
ENSMUSG00000026098	111	61	95	106	89	67	134	66	103
ENSMUSG00000100763	0	0	0	4	0	0	1	0	0
ENSMUSG00000026097	746	690	625	816	555	542	493	548	558
ENSMUSG00000100679	2	1	0	0	0	0	0	0	0
ENSMUSG00000026096	65	68	107	70	63	44	73	35	37
ENSMUSG00000099913	8	2	3	3	4	3	1	0	0
ENSMUSG00000101838	0	0	2	0	2	0	0	0	0
ENSMUSG00000121346	0	0	0	0	0	0	0	0	0
ENSMUSG00000026095	453	315	200	254	251	298	255	381	375
ENSMUSG00000117809	0	0	0	0	0	0	0	0	0
ENSMUSG00000100267	0	0	0	0	0	0	0	0	0
ENSMUSG00000099450	0	0	0	0	0	0	0	0	0
ENSMUSG00000100069	0	0	0	0	0	0	0	0	0
ENSMUSG00002076105	0	0	0	0	0	0	0	0	0
ENSMUSG00000097264	0	0	0	6	0	0	0	0	0
ENSMUSG00000084416	302	220	180	266	274	252	180	156	204
ENSMUSG00000077471	0	0	0	0	0	0	0	0	0
ENSMUSG00000025955	2	0	0	2	0	0	0	0	6
ENSMUSG00000090042	0	0	0	0	0	0	0	0	0
ENSMUSG00000070870	0	0	0	0	0	0	0	1	0
ENSMUSG00000067299	0	0	0	0	0	0	0	0	0
ENSMUSG00000025952	0	0	0	0	0	0	0	0	0
ENSMUSG00000073658	0	0	0	0	0	0	0	0	0
ENSMUSG00000100774	0	0	0	0	0	0	0	0	0
ENSMUSG00000044429	0	0	0	0	0	0	0	0	0
ENSMUSG00000044816	4	11	3	8	3	5	4	4	4
ENSMUSG00000025950	7929	7939	5260	6110	7322	4984	5183	9067	7219
ENSMUSG00000025949	753	1322	974	1064	992	952	1163	965	1301
ENSMUSG00000083039	0	0	0	0	0	0	0	0	0
ENSMUSG00000081643	14	11	12	4	13	8	13	6	10
ENSMUSG00000025964	218	278	306	295	210	334	397	232	335
ENSMUSG00000087823	0	0	0	0	0	0	0	0	2
ENSMUSG00000115378	0	0	0	0	0	0	0	0	0
ENSMUSG00000069085	0	0	0	0	0	2	0	0	0
ENSMUSG00000083066	0	0	0	0	0	0	0	0	0
ENSMUSG00000025963	0	0	2	4	2	0	0	4	0
ENSMUSG00000025962	641	587	704	926	640	638	631	539	574
ENSMUSG00000025961	1	2	8	9	6	2	0	0	8
ENSMUSG00000080817	0	0	0	0	0	0	0	0	0
ENSMUSG00000082373	0	0	0	0	0	0	0	0	0
ENSMUSG00000044689	4	0	2	0	0	0	0	2	0
ENSMUSG00000098487	0	0	0	1	0	0	0	0	0
ENSMUSG00000085894	29	46	51	74	31	70	102	18	60
ENSMUSG00000077704	6	6	18	10	6	18	18	4	1
ENSMUSG00000048234	2439	2949	3394	3137	2912	2600	3156	2075	1889
ENSMUSG00000064936	2	8	3	2	2	4	0	1	4
ENSMUSG00000102471	0	8	0	10	0	6	6	0	0
ENSMUSG00000050967	24	12	32	46	26	41	60	26	52
ENSMUSG00000097083	2	2	0	0	0	4	0	0	0
ENSMUSG00000057173	0	2	0	0	0	0	0	0	0
ENSMUSG00000091937	0	0	0	0	2	6	2	0	0
ENSMUSG00000101634	0	0	0	0	0	1	1	0	0
ENSMUSG00000026074	1547	1353	1455	1621	1144	1612	1734	1389	1830
ENSMUSG00000102985	0	0	0	4	0	0	0	0	0
ENSMUSG00000026073	100	14	2	6	20	8	4	42	100
ENSMUSG00000097899	0	0	0	2	2	0	8	2	0
ENSMUSG00000102975	0	0	0	0	0	0	0	6	2
ENSMUSG00000100846	0	0	0	0	0	0	0	0	0
ENSMUSG00000099534	0	0	0	0	0	0	0	0	0
ENSMUSG00000100886	0	0	0	0	0	0	0	0	0
ENSMUSG00000101415	0	0	0	0	0	0	0	0	0
ENSMUSG00000101154	0	0	0	0	0	0	0	0	0
ENSMUSG00000065865	0	0	0	0	0	0	0	0	0
ENSMUSG00002076328	0	0	0	0	0	0	0	0	0
ENSMUSG00000101573	0	0	0	0	0	0	0	0	0
ENSMUSG00000107979	0	0	0	0	0	0	0	0	0
ENSMUSG00000101373	0	0	0	0	0	0	0	0	0
ENSMUSG00000099615	0	0	0	0	0	0	0	2	0
ENSMUSG00000100527	0	0	0	0	0	0	0	0	0
ENSMUSG00000099571	0	0	0	0	0	0	0	0	0
ENSMUSG00000101303	0	0	0	0	0	0	0	0	0
ENSMUSG00000100617	0	0	0	0	0	0	0	0	0
ENSMUSG00000121287	0	0	0	0	0	0	0	0	0
ENSMUSG00000100703	0	0	0	0	0	0	0	0	0
ENSMUSG00000100177	0	0	0	0	0	0	0	0	0
ENSMUSG00000101363	0	0	0	0	0	0	0	0	0
ENSMUSG00000101590	0	0	0	0	0	0	0	0	0
ENSMUSG00000100305	0	0	0	0	0	0	0	0	0
ENSMUSG00000073492	4	12	4	0	2	1	4	2	16
ENSMUSG00000064814	0	0	0	0	0	0	0	0	0
ENSMUSG00000090553	4030	2869	1719	2369	2169	1931	1670	2454	2887
ENSMUSG00000102976	309	483	567	393	396	332	448	268	258
ENSMUSG00000094410	939	1542	2147	1400	1367	1159	1515	991	908
ENSMUSG00000120455	0	0	0	0	0	0	0	0	0
ENSMUSG00000051998	168	233	108	214	148	80	85	223	874
ENSMUSG00000026463	1436	2576	4075	3865	2210	5871	5444	1881	1680
ENSMUSG00000098606	0	0	0	0	0	0	0	0	0
ENSMUSG00000102509	0	2	4	0	0	6	8	0	0
ENSMUSG00000103166	0	0	0	0	0	0	0	0	0
ENSMUSG00000100830	0	0	0	0	0	0	0	0	0
ENSMUSG00000100265	0	0	0	0	0	0	0	0	0
ENSMUSG00000077377	0	0	0	0	0	0	0	0	0
ENSMUSG00000101652	0	0	0	0	0	0	0	0	0
ENSMUSG00000100814	0	0	0	0	0	0	0	0	0
ENSMUSG00000025925	798	783	530	620	644	371	441	443	677
ENSMUSG00000104379	0	2	4	3	0	1	2	0	2
ENSMUSG00000032719	2	0	6	13	2	7	10	7	7
ENSMUSG00002076565	0	0	0	0	0	0	0	0	0
ENSMUSG00000100652	0	0	0	0	0	0	0	0	0
ENSMUSG00000067795	0	0	0	0	0	4	2	0	6
ENSMUSG00000043716	47932	43010	29783	39852	32695	37634	34533	36910	43663
ENSMUSG00000025921	3389	1669	783	1042	1423	1437	1067	2641	2554
ENSMUSG00000104165	0	0	0	0	0	0	0	2	0
ENSMUSG00000100868	1	0	0	0	0	0	2	0	0
ENSMUSG00000025920	677	700	663	808	594	588	730	561	584
ENSMUSG00000089982	1	0	0	0	0	0	0	0	2
ENSMUSG00000087033	0	0	0	0	0	0	0	0	0
ENSMUSG00000082237	0	0	0	0	0	0	0	0	0
ENSMUSG00000103120	0	0	0	0	0	0	0	0	0
ENSMUSG00000087681	0	0	2	4	0	4	8	0	0
ENSMUSG00000016252	11181	11078	8605	11172	9469	8872	8515	9254	10606
ENSMUSG00000087422	0	0	0	0	0	0	0	0	0
ENSMUSG00002076739	0	0	0	0	0	0	0	0	0
ENSMUSG00000075132	0	0	0	0	0	0	0	0	0
ENSMUSG00000080713	0	0	0	0	0	0	0	0	0
ENSMUSG00000083855	0	0	0	0	0	0	0	0	0
ENSMUSG00000032852	0	0	0	0	1	0	0	4	0
ENSMUSG00000050023	0	0	0	0	0	0	0	0	0
ENSMUSG00000027304	2033	2292	1597	1946	1806	1647	1798	1492	1628
ENSMUSG00000086620	8	6	0	0	0	2	0	0	0
ENSMUSG00000075128	0	0	0	0	0	0	0	0	0
ENSMUSG00000000394	1293	1530	2341	2453	1508	1141	1429	1208	2167
ENSMUSG00000064722	0	0	0	0	2	0	1	0	0
ENSMUSG00000056995	0	0	0	0	0	0	0	0	0
ENSMUSG00000016257	7359	7656	4223	5536	5529	4332	4686	5295	6619
ENSMUSG00000027296	450	307	284	391	242	160	205	213	330
ENSMUSG00000014873	459	519	485	598	398	515	588	375	500
ENSMUSG00000027460	37	14	11	17	8	10	23	32	60
ENSMUSG00000087004	7	21	12	8	4	9	17	14	2
ENSMUSG00000075127	0	0	0	0	0	0	0	0	0
ENSMUSG00000080158	0	0	0	0	0	0	0	0	0
ENSMUSG00000088491	0	0	0	0	0	0	0	0	0
ENSMUSG00000082353	0	0	0	0	0	0	0	0	0
ENSMUSG00000050600	17	105	8	78	18	6	18	50	237
ENSMUSG00000081836	0	0	0	0	0	0	0	0	0
ENSMUSG00000075125	0	0	0	0	0	0	0	0	0
ENSMUSG00000027524	325	212	87	114	159	80	158	299	676
ENSMUSG00000090097	0	0	0	0	0	0	0	0	0
ENSMUSG00000084795	0	0	0	0	0	0	0	2	0
ENSMUSG00000014867	11285	10432	7695	9006	8338	6248	7400	8294	8851
ENSMUSG00000087215	0	0	0	0	0	0	0	0	0
ENSMUSG00000086177	0	0	0	0	0	0	0	0	0
ENSMUSG00000049372	0	0	0	0	2	0	0	0	0
ENSMUSG00000078906	0	0	0	0	0	0	0	0	0
ENSMUSG00000027459	802	804	570	594	592	461	435	475	546
ENSMUSG00000085608	0	0	0	0	0	0	0	0	0
ENSMUSG00000082112	0	3	0	2	0	0	0	1	0
ENSMUSG00000051424	0	0	0	0	0	0	0	0	0
ENSMUSG00000057735	0	0	0	0	0	0	0	0	0
ENSMUSG00000078905	6	11	0	2	5	2	8	2	2
ENSMUSG00000084050	6	4	0	6	7	6	11	0	0
ENSMUSG00000050530	1535	1303	1532	1723	1428	1198	1665	1302	972
ENSMUSG00000080888	5	2	16	8	6	2	8	8	6
