Geneid	D4_131	D4_182	D4_184	D4_187	D4_195	D4_284	D4_321	D4_326	D4_87
ENSMUSG00000031221	2731	1888	1809	2300	2340	2457	3081	3393	2271
ENSMUSG00000067597	0	0	0	0	0	2	0	0	0
ENSMUSG00000040229	16	62	133	21	37	72	40	104	34
ENSMUSG00002075284	0	0	0	0	0	4	0	0	0
ENSMUSG00000047678	4	14	10	4	4	14	13	0	16
ENSMUSG00000082736	0	0	0	0	0	0	0	0	0
ENSMUSG00000088706	0	0	0	0	0	0	0	0	0
ENSMUSG00000015665	0	2	4	0	0	0	0	0	0
ENSMUSG00000078346	0	0	0	0	0	0	0	0	0
ENSMUSG00000080733	0	0	0	0	0	0	0	0	0
ENSMUSG00000081886	0	0	0	0	0	0	0	0	0
ENSMUSG00000064772	0	0	0	0	0	0	0	0	0
ENSMUSG00000084907	0	0	0	0	0	0	0	0	0
ENSMUSG00000081763	0	0	0	0	0	0	0	0	0
ENSMUSG00000044359	67	748	750	34	528	567	148	660	42
ENSMUSG00000045217	0	0	0	0	0	0	0	0	0
ENSMUSG00000082838	0	0	1	6	4	2	13	6	0
ENSMUSG00000083931	0	0	0	0	0	0	0	0	0
ENSMUSG00000081994	0	0	0	0	0	0	0	0	0
ENSMUSG00000118898	0	0	0	0	0	0	0	0	0
ENSMUSG00002075606	0	0	0	0	0	0	0	0	0
ENSMUSG00001118666	0	0	0	0	0	0	0	0	0
ENSMUSG00000025037	23621	20464	23266	2976	23395	27119	20089	33482	10303
ENSMUSG00000060890	3	0	0	0	6	0	0	0	0
ENSMUSG00000040147	518	1222	1368	164	1662	2630	600	4183	506
ENSMUSG00000015668	1442	1031	1115	1159	1033	859	2037	1351	1000
ENSMUSG00000040138	2	0	0	0	0	8	2	0	0
ENSMUSG00000025038	2	0	0	0	0	2	2	0	0
ENSMUSG00000081858	0	0	0	0	0	0	0	0	0
ENSMUSG00000119745	0	0	0	0	0	0	0	0	0
ENSMUSG00000034311	410	299	121	1330	227	149	1049	233	350
ENSMUSG00000025040	479	463	552	555	350	476	717	659	370
ENSMUSG00000083140	0	0	0	0	0	0	0	0	0
ENSMUSG00000081614	0	0	0	0	0	0	0	0	0
ENSMUSG00000096716	0	0	0	0	0	0	0	0	0
ENSMUSG00000096235	0	0	0	0	0	0	0	0	0
ENSMUSG00000025043	0	0	0	0	0	0	0	0	0
ENSMUSG00000019359	639	558	965	71	653	588	598	651	239
ENSMUSG00000085314	1	0	5	0	8	9	2	5	0
ENSMUSG00000086736	0	0	0	0	0	0	0	0	0
ENSMUSG00002075322	0	0	0	0	0	0	0	0	0
ENSMUSG00000000881	4812	2758	3337	2287	4195	2672	4739	3655	2885
ENSMUSG00000037369	1826	2259	1966	1038	1662	883	1556	1875	749
ENSMUSG00000119205	0	0	0	0	0	0	0	0	0
ENSMUSG00000081271	0	0	0	0	0	0	0	0	0
ENSMUSG00000037358	8	4	0	6	6	12	12	4	0
ENSMUSG00000082757	0	0	0	0	0	0	0	0	0
ENSMUSG00000081654	0	0	0	0	0	0	0	0	0
ENSMUSG00000065422	0	0	0	0	0	0	0	0	0
ENSMUSG00000065471	0	0	0	0	0	0	0	0	0
ENSMUSG00000077277	0	0	0	0	0	0	0	0	0
ENSMUSG00000082680	0	0	0	0	0	0	0	0	0
ENSMUSG00000068149	0	0	0	0	0	0	0	0	0
ENSMUSG00000084327	0	0	0	0	0	0	0	0	0
ENSMUSG00000119214	0	0	0	0	0	0	0	0	0
ENSMUSG00000081735	0	0	0	0	0	0	0	0	0
ENSMUSG00000084186	0	0	0	0	0	0	0	0	0
ENSMUSG00000080998	0	0	0	0	0	0	0	0	0
ENSMUSG00000037347	12	0	16	2	6	30	8	4	2
ENSMUSG00000009670	0	0	0	0	0	0	0	0	0
ENSMUSG00000037341	2	4	1	97	0	119	26	4	42
ENSMUSG00000083033	2	4	2	20	4	14	4	0	6
ENSMUSG00000118509	0	0	0	0	0	0	0	0	0
ENSMUSG00000001127	2725	3111	2816	3047	2465	2910	3554	4335	2029
ENSMUSG00000118865	0	0	0	0	0	0	0	0	0
ENSMUSG00002075646	0	0	0	0	0	0	0	0	0
ENSMUSG00000082393	0	0	0	0	0	0	0	0	0
ENSMUSG00000037217	58	50	14	60	39	73	106	142	29
ENSMUSG00000093408	0	0	0	0	0	0	0	0	0
ENSMUSG00000001131	16	2	12	252	18	18	18	18	26
ENSMUSG00000080757	0	0	0	0	0	0	0	0	0
ENSMUSG00000001128	49	128	183	402	85	488	211	187	291
ENSMUSG00000009406	100	126	89	215	40	145	239	151	83
ENSMUSG00000001134	417	316	250	498	238	283	622	473	360
ENSMUSG00000054737	283	511	571	421	494	554	431	445	244
ENSMUSG00000037167	0	0	0	0	0	4	0	0	0
ENSMUSG00000031079	4	0	0	10	2	8	2	6	8
ENSMUSG00000062814	0	0	0	0	0	0	0	0	0
ENSMUSG00000083892	0	0	0	2	0	0	6	0	2
ENSMUSG00000095316	0	0	0	0	0	0	0	0	0
ENSMUSG00000087358	0	0	0	0	0	0	0	0	0
ENSMUSG00000087586	0	0	0	0	0	0	0	0	0
ENSMUSG00000068122	0	0	0	0	0	0	0	0	0
ENSMUSG00000077430	0	0	0	0	0	0	1	0	0
ENSMUSG00000081641	0	0	0	0	4	4	0	0	0
ENSMUSG00000081475	2	6	0	2	2	9	11	0	0
ENSMUSG00000031089	388	260	654	1689	1812	332	5416	204	58
ENSMUSG00002075810	0	0	0	0	0	0	0	0	0
ENSMUSG00000101818	0	0	3	3	0	0	8	2	0
ENSMUSG00000101776	0	0	0	0	0	0	0	0	0
ENSMUSG00000065074	0	0	0	0	0	0	0	0	0
ENSMUSG00000082175	0	0	0	0	0	0	0	0	0
ENSMUSG00000083030	0	0	0	0	0	0	0	0	0
ENSMUSG00000118511	0	0	0	0	0	0	0	0	0
ENSMUSG00000081064	0	0	0	0	0	0	0	0	0
ENSMUSG00000064685	0	0	0	0	0	0	0	0	0
ENSMUSG00000085073	0	0	0	0	0	0	0	0	0
ENSMUSG00000083290	0	0	0	0	0	0	0	0	0
ENSMUSG00000052025	0	0	0	0	0	0	0	0	0
ENSMUSG00000064659	0	0	0	0	0	0	0	0	0
ENSMUSG00000036782	14	22	10	38	13	52	65	66	12
ENSMUSG00000080862	0	0	0	0	0	0	0	0	0
ENSMUSG00000082155	0	0	0	0	0	0	0	0	0
ENSMUSG00000036769	792	631	640	703	594	490	1074	625	500
ENSMUSG00000083475	0	0	0	0	0	0	0	0	0
ENSMUSG00000098485	0	0	0	0	0	0	0	0	0
ENSMUSG00000087133	0	0	0	0	0	0	0	0	0
ENSMUSG00000084063	0	0	0	0	0	0	0	0	0
ENSMUSG00000081218	0	0	0	0	0	0	0	0	0
ENSMUSG00002075845	0	0	0	0	0	0	0	0	0
ENSMUSG00002076041	0	0	0	0	0	0	0	0	0
ENSMUSG00000093923	0	0	0	0	0	0	0	0	0
ENSMUSG00000094775	0	0	0	0	0	0	0	0	0
ENSMUSG00002075744	0	0	0	0	0	0	0	0	0
ENSMUSG00000082188	0	0	0	0	0	0	0	0	0
ENSMUSG00000096620	0	0	0	0	0	0	0	0	0
ENSMUSG00000096724	0	0	0	0	0	0	0	0	0
ENSMUSG00000073267	0	0	0	0	0	0	0	0	0
ENSMUSG00000080959	0	0	0	0	0	0	0	0	0
ENSMUSG00002075493	0	0	0	0	0	0	0	0	0
ENSMUSG00000095392	0	0	0	0	0	0	0	0	0
ENSMUSG00000086959	0	0	0	0	0	0	0	0	0
ENSMUSG00000083060	0	0	0	0	0	0	0	0	0
ENSMUSG00000079655	0	0	0	0	0	0	0	0	0
ENSMUSG00000082639	0	0	0	0	0	0	0	0	0
ENSMUSG00002076972	0	0	0	0	0	0	0	0	0
ENSMUSG00000083628	0	0	0	0	0	0	0	0	0
ENSMUSG00000080819	0	0	0	0	0	0	0	0	0
ENSMUSG00000095063	0	0	0	0	0	0	0	0	0
ENSMUSG00002076659	0	0	0	0	0	0	0	0	0
ENSMUSG00000071788	0	0	0	0	0	0	0	0	0
ENSMUSG00000096907	0	0	0	0	0	0	0	0	0
ENSMUSG00000080725	0	0	0	0	0	0	0	0	0
ENSMUSG00000093984	0	0	0	0	0	0	0	0	0
ENSMUSG00000095423	0	0	0	0	0	0	0	0	0
ENSMUSG00000031314	1370	2156	1542	2502	1563	1759	2893	2077	1082
ENSMUSG00000095546	0	0	0	0	0	0	0	0	0
ENSMUSG00002075560	0	0	0	0	0	0	0	0	0
ENSMUSG00000093817	0	0	0	0	0	0	0	0	0
ENSMUSG00000094424	0	0	0	0	0	0	0	0	0
ENSMUSG00000095293	0	0	0	0	0	0	0	0	0
ENSMUSG00000085534	0	0	0	0	0	0	0	0	0
ENSMUSG00000095494	0	0	0	0	0	0	0	0	0
ENSMUSG00000034160	4210	6431	6120	6510	5786	7220	6343	8305	3561
ENSMUSG00000094624	0	0	0	0	0	0	0	0	0
ENSMUSG00000095356	0	0	0	0	0	0	0	0	0
ENSMUSG00000082729	0	2	0	6	0	0	4	0	4
ENSMUSG00000118478	0	0	0	0	0	0	0	0	0
ENSMUSG00000084197	0	0	0	0	0	0	0	0	0
ENSMUSG00000050232	4	85	103	16	22	37	37	62	18
ENSMUSG00000084284	28	27	18	29	17	41	19	38	31
ENSMUSG00000082541	0	0	0	0	0	0	0	0	0
ENSMUSG00000096457	0	0	0	0	0	0	0	0	0
ENSMUSG00000045010	0	0	0	0	0	0	0	0	0
ENSMUSG00002076729	0	0	0	0	0	0	0	0	0
ENSMUSG00000096911	0	0	0	0	0	0	0	0	0
ENSMUSG00000095089	0	0	0	0	0	0	0	0	0
ENSMUSG00000046774	0	0	0	2	0	0	0	0	0
ENSMUSG00000081230	0	0	0	0	0	0	0	0	0
ENSMUSG00000118638	0	0	0	0	0	0	0	0	0
ENSMUSG00000082284	105	49	77	51	91	69	91	92	56
ENSMUSG00000079481	70	18	2	66	42	50	100	104	18
ENSMUSG00000095887	0	0	0	0	0	0	0	0	0
ENSMUSG00000087712	0	0	0	0	0	0	0	0	0
ENSMUSG00002075831	0	0	0	0	0	0	0	0	0
ENSMUSG00000087462	0	0	0	0	0	0	0	0	0
ENSMUSG00000095802	0	0	0	0	0	0	0	0	0
ENSMUSG00000081224	0	0	0	0	0	0	0	0	0
ENSMUSG00000049191	26	16	8	68	18	54	84	36	14
ENSMUSG00000095906	0	0	0	0	0	0	0	0	0
ENSMUSG00000087208	4	0	0	0	0	0	0	0	0
ENSMUSG00000086691	17	6	10	25	6	20	28	13	14
ENSMUSG00000096137	0	0	0	0	0	0	0	0	0
ENSMUSG00002076641	0	0	0	0	0	0	0	0	0
ENSMUSG00000079480	1796	1307	1203	2645	1287	1349	2433	2331	1981
ENSMUSG00000081969	0	0	0	2	0	0	0	0	0
ENSMUSG00000051220	106	136	76	1090	52	150	694	148	222
ENSMUSG00000084142	0	0	0	0	0	0	3	0	0
ENSMUSG00000031320	22118	15798	12322	36360	16154	20720	37980	27497	23293
ENSMUSG00000081263	0	0	0	0	0	0	0	0	0
ENSMUSG00000051159	0	1	4	0	6	0	9	0	2
ENSMUSG00000085568	1	2	0	0	7	0	0	0	0
ENSMUSG00002076899	0	0	0	0	0	0	0	0	0
ENSMUSG00000067567	260	227	148	256	159	240	366	374	216
ENSMUSG00000034055	168	126	116	474	76	221	337	252	172
ENSMUSG00000080899	0	0	0	0	0	0	0	0	0
ENSMUSG00000083414	0	0	0	0	0	0	0	0	0
ENSMUSG00000081443	0	0	0	0	0	0	0	0	0
ENSMUSG00000079479	0	0	0	0	0	0	0	0	0
ENSMUSG00000073027	0	0	0	0	0	0	0	0	0
ENSMUSG00000080845	2	6	8	14	2	1	4	0	6
ENSMUSG00000081716	0	0	0	0	0	0	0	0	0
ENSMUSG00000081108	0	0	0	0	0	0	0	0	0
ENSMUSG00000083680	0	0	0	0	0	0	0	0	0
ENSMUSG00000082191	0	0	0	0	0	0	0	0	0
ENSMUSG00002075815	0	0	0	0	0	0	0	0	0
ENSMUSG00000067562	0	0	0	0	0	0	0	0	0
ENSMUSG00000082783	0	0	0	0	0	0	0	0	0
ENSMUSG00000081240	0	0	0	0	0	0	0	0	0
ENSMUSG00002075832	0	0	0	0	0	0	0	0	0
ENSMUSG00000067561	0	0	0	0	0	0	0	0	0
ENSMUSG00002076786	0	0	0	0	0	0	0	0	0
ENSMUSG00000032894	0	0	0	0	0	0	0	0	0
ENSMUSG00000084397	0	0	0	0	0	0	0	0	0
ENSMUSG00000031323	0	0	0	0	0	0	0	0	0
ENSMUSG00000079476	0	0	0	0	0	0	0	0	0
ENSMUSG00000109745	0	0	0	0	0	1	0	0	0
ENSMUSG00000081986	0	0	0	0	0	0	0	0	0
ENSMUSG00000083775	0	0	0	0	0	0	0	0	0
ENSMUSG00000081779	0	0	0	0	0	0	0	0	0
ENSMUSG00000084842	0	0	0	0	0	0	0	0	0
ENSMUSG00000080774	0	0	0	2	0	0	0	0	0
ENSMUSG00000086524	0	0	0	0	0	0	0	0	0
ENSMUSG00000084341	0	0	0	0	0	0	0	0	0
ENSMUSG00000081567	0	0	0	0	0	0	0	0	0
ENSMUSG00000048949	26	20	36	40	46	18	74	85	12
ENSMUSG00000031325	0	0	0	0	0	0	0	0	0
ENSMUSG00000082229	4	0	4	16	0	4	12	12	2
ENSMUSG00000083763	0	0	0	0	0	0	0	0	0
ENSMUSG00000080886	0	0	0	0	0	0	0	0	0
ENSMUSG00000098023	0	0	0	0	0	0	0	0	0
ENSMUSG00000083805	0	0	0	0	0	0	0	0	0
ENSMUSG00000083711	0	0	0	0	0	0	0	0	0
ENSMUSG00000031326	0	0	0	0	0	0	0	0	0
ENSMUSG00000081280	0	0	0	0	0	0	0	0	0
ENSMUSG00000031327	838	1134	932	614	992	820	1392	1309	477
ENSMUSG00000097953	0	1	2	1	6	0	2	5	0
ENSMUSG00000031329	13	3	0	12	9	12	12	7	15
ENSMUSG00000098078	0	0	0	0	0	0	0	0	0
ENSMUSG00000085715	0	0	0	0	0	0	0	1	0
ENSMUSG00000086503	11286	15897	11099	14	11692	37	2	15057	50
ENSMUSG00002075825	0	0	0	0	0	0	0	0	0
ENSMUSG00002076282	0	0	0	0	0	0	0	0	0
ENSMUSG00002075094	0	0	0	0	0	0	0	0	0
ENSMUSG00000083502	0	0	0	0	0	0	0	0	4
ENSMUSG00000082746	0	0	0	0	0	2	0	2	2
ENSMUSG00002075130	0	0	0	0	0	0	0	0	0
ENSMUSG00000082383	0	2	3	4	0	2	3	12	2
ENSMUSG00000082812	0	0	0	1	0	0	0	0	0
ENSMUSG00000043661	0	0	0	0	0	0	0	0	0
ENSMUSG00000081004	0	0	0	1	0	0	0	0	0
ENSMUSG00000065509	0	0	0	3	4	1	1	2	0
ENSMUSG00000076269	0	0	0	0	0	0	0	0	1
ENSMUSG00000106465	0	0	0	0	0	0	0	0	0
ENSMUSG00000103697	24	14	2	27	7	18	11	6	10
ENSMUSG00002076054	0	0	0	0	0	0	0	0	0
ENSMUSG00000080796	0	0	0	0	1	4	0	0	1
ENSMUSG00002075282	0	0	0	0	0	0	0	0	0
ENSMUSG00002076966	0	0	0	0	0	0	0	0	0
ENSMUSG00002074928	0	0	0	0	0	0	0	0	0
ENSMUSG00000031330	0	0	0	0	4	0	6	0	4
ENSMUSG00000095562	490	676	825	733	160	457	348	496	231
ENSMUSG00000096661	0	0	0	0	0	0	0	0	0
ENSMUSG00000093806	1	9	2	8	0	4	0	0	5
ENSMUSG00000006200	0	0	0	4	0	0	0	0	0
ENSMUSG00000071767	0	0	0	0	0	0	0	0	0
ENSMUSG00000064137	0	0	0	0	0	0	0	0	2
ENSMUSG00000079626	0	0	0	0	0	0	0	0	0
ENSMUSG00000068048	0	0	0	0	0	0	0	0	0
ENSMUSG00000082734	0	0	0	0	0	0	0	0	0
ENSMUSG00000081133	0	0	0	0	0	0	0	0	0
ENSMUSG00000095180	0	2	0	5	0	2	0	0	16
ENSMUSG00000073001	0	0	0	0	0	0	0	0	0
ENSMUSG00000051592	0	0	0	0	0	0	0	0	0
ENSMUSG00000062393	0	0	0	0	0	0	0	0	0
ENSMUSG00000083646	0	0	0	2	0	0	2	0	0
ENSMUSG00000042386	0	0	0	0	0	0	0	0	0
ENSMUSG00000082165	2	0	0	6	0	2	2	4	2
ENSMUSG00000031430	50	0	0	1013	0	0	78	0	114
ENSMUSG00000031429	1044	765	894	1165	734	754	1258	1163	897
ENSMUSG00000081029	0	0	0	0	0	0	0	0	0
ENSMUSG00000083710	0	0	0	0	0	0	0	0	0
ENSMUSG00000079418	811	658	787	537	632	418	1033	545	524
ENSMUSG00000079593	15	38	6	40	30	46	47	35	23
ENSMUSG00000051851	29	32	27	48	35	107	45	101	32
ENSMUSG00000083738	0	0	0	0	0	0	0	0	0
ENSMUSG00000084076	0	0	0	0	0	0	0	0	0
ENSMUSG00000067925	30	77	62	58	41	105	93	184	46
ENSMUSG00000067924	60	133	79	130	63	167	99	142	22
ENSMUSG00000071763	0	0	0	0	0	0	0	0	0
ENSMUSG00000054727	0	0	0	0	0	0	4	0	0
ENSMUSG00000082616	0	0	0	0	0	0	0	0	0
ENSMUSG00000084308	0	0	0	0	0	0	0	0	0
ENSMUSG00000059334	0	0	2	0	0	0	0	4	0
ENSMUSG00000054626	0	12	14	16	4	25	30	16	2
ENSMUSG00000100249	0	0	0	0	0	0	0	0	0
ENSMUSG00002076087	0	0	0	0	0	0	0	1	0
ENSMUSG00000082018	0	0	0	0	0	0	0	1	0
ENSMUSG00000098559	0	4	2	20	0	2	2	2	0
ENSMUSG00000083741	0	0	0	0	0	0	0	0	0
ENSMUSG00000085466	0	0	0	0	0	0	0	0	0
ENSMUSG00000086907	0	0	0	0	0	0	0	0	0
ENSMUSG00000081607	0	0	0	0	0	0	0	0	0
ENSMUSG00000067835	0	0	0	0	0	0	0	0	0
ENSMUSG00000081729	0	0	2	2	0	0	0	0	0
ENSMUSG00000086562	2	0	0	0	0	0	0	0	0
ENSMUSG00000083463	0	0	0	0	0	0	0	0	0
ENSMUSG00000084331	0	0	0	0	4	2	6	0	0
ENSMUSG00000081891	0	0	0	0	0	0	0	0	0
ENSMUSG00000045179	0	0	0	0	0	0	6	0	0
ENSMUSG00000087565	0	0	0	0	0	0	0	0	0
ENSMUSG00000086577	0	0	0	0	0	0	0	0	0
ENSMUSG00000082226	8	0	0	0	0	4	3	6	0
ENSMUSG00000025333	0	0	0	0	0	0	0	0	0
ENSMUSG00000083440	0	0	0	0	0	0	0	0	0
ENSMUSG00000095597	156	116	64	228	102	120	166	178	134
ENSMUSG00002076348	0	0	0	0	0	0	0	0	0
ENSMUSG00000067215	0	2	0	0	0	0	2	6	0
ENSMUSG00000047238	38	72	60	110	42	128	70	180	34
ENSMUSG00000085982	0	1	0	0	0	8	0	10	0
ENSMUSG00000089040	0	0	0	0	0	0	0	0	0
ENSMUSG00000064781	0	0	0	0	0	0	0	0	0
ENSMUSG00000083113	0	0	0	0	0	0	0	0	0
ENSMUSG00000119611	0	0	0	0	0	0	0	0	0
ENSMUSG00000046180	0	0	0	0	0	0	0	0	0
ENSMUSG00000088157	0	0	0	0	0	0	0	0	0
ENSMUSG00000070110	0	0	0	0	0	0	0	0	0
ENSMUSG00000088647	0	0	0	0	0	0	0	0	0
ENSMUSG00000081209	0	0	0	0	0	0	0	0	4
ENSMUSG00000081993	0	0	0	0	0	0	0	0	0
ENSMUSG00000045180	469	649	504	930	473	414	1158	584	520
ENSMUSG00000088383	0	0	0	0	0	0	0	0	0
ENSMUSG00000006373	12971	11277	14711	4516	10509	11696	11052	15896	8211
ENSMUSG00000059708	126	138	130	46	138	126	180	122	102
ENSMUSG00000081281	28	8	2	20	4	20	16	4	6
ENSMUSG00000037636	6	45	46	16	32	14	20	33	14
ENSMUSG00000064530	0	0	0	0	0	0	0	0	0
ENSMUSG00000016319	73888	50826	54688	26234	63127	38630	83548	58875	39636
ENSMUSG00000016308	3216	1765	2029	2436	2381	1533	3495	2342	2319
ENSMUSG00000084990	26	8	4	22	0	4	22	2	24
ENSMUSG00000006423	1148	893	819	1350	813	933	1650	1283	828
ENSMUSG00000084265	28	24	18	54	15	37	49	37	69
ENSMUSG00000044149	164	138	106	622	52	202	456	124	208
ENSMUSG00000087155	0	0	0	0	0	0	0	0	1
ENSMUSG00000050379	230	267	229	693	166	1004	576	538	317
ENSMUSG00000081220	0	0	0	0	0	0	0	0	0
ENSMUSG00000044400	4	0	0	0	0	4	0	10	0
ENSMUSG00000087873	0	0	0	0	0	0	0	0	0
ENSMUSG00000093059	0	0	0	0	0	0	0	0	0
ENSMUSG00000025332	4799	4796	5037	4480	4117	3398	5363	6336	2024
ENSMUSG00002076760	0	1	0	0	0	4	6	1	0
ENSMUSG00000083543	0	0	0	0	0	0	0	0	0
ENSMUSG00000071753	8	4	4	6	0	10	4	2	2
ENSMUSG00002076010	0	0	0	0	0	0	0	0	0
ENSMUSG00000090546	0	0	0	0	0	0	0	0	0
ENSMUSG00000025665	33	46	26	218	22	16	184	38	92
ENSMUSG00000034551	4	0	4	14	0	4	8	4	8
ENSMUSG00000083898	0	0	0	0	0	0	0	0	0
ENSMUSG00000120132	0	2	0	0	0	0	0	8	0
ENSMUSG00000120229	22	23	15	56	8	33	48	20	6
ENSMUSG00000120251	0	0	8	4	0	2	0	2	0
ENSMUSG00000109088	0	0	0	0	0	0	0	0	0
ENSMUSG00000085553	0	0	0	0	0	0	0	0	0
ENSMUSG00000085396	1716	2456	1935	1436	2146	1987	2296	2979	1037
ENSMUSG00000120242	6	0	0	0	6	2	3	4	1
ENSMUSG00000119964	0	0	0	0	0	0	0	0	0
ENSMUSG00000084806	4	31	10	19	10	29	22	16	4
ENSMUSG00000120533	0	0	0	0	0	0	0	0	0
ENSMUSG00000119984	17	27	16	13	14	24	17	15	13
ENSMUSG00000120303	2	16	0	0	2	4	2	6	6
ENSMUSG00000087620	0	0	2	8	10	0	2	0	4
ENSMUSG00000097571	82	60	40	83	19	92	128	125	50
ENSMUSG00000097497	0	0	0	8	0	4	6	6	0
ENSMUSG00000087396	125	166	129	124	111	120	136	120	32
ENSMUSG00000086629	64	72	54	74	36	43	108	78	52
ENSMUSG00000073274	12	8	10	68	8	20	32	8	16
ENSMUSG00000084771	6	5	4	7	8	21	32	28	0
ENSMUSG00000120773	0	0	0	0	0	0	0	0	0
ENSMUSG00000120775	2	0	0	8	0	0	0	0	0
ENSMUSG00000120865	0	0	0	0	0	0	0	0	0
ENSMUSG00000087193	1	3	0	1	0	0	0	4	2
ENSMUSG00000120909	0	0	2	0	0	8	10	0	0
ENSMUSG00000120929	0	0	0	0	0	0	0	0	0
ENSMUSG00000051537	0	26	8	8	0	16	30	24	10
ENSMUSG00000086877	14	88	36	50	40	66	92	96	46
ENSMUSG00000078122	0	2	22	43	16	38	6	30	8
ENSMUSG00000120789	45	99	65	75	54	66	77	66	26
ENSMUSG00000086370	163	146	131	373	152	244	209	182	138
ENSMUSG00000120414	76	153	102	14	121	166	62	236	22
ENSMUSG00000120664	7	4	4	12	16	4	22	2	10
ENSMUSG00000063018	48	20	12	320	10	36	104	40	102
ENSMUSG00000087424	2	29	26	16	46	26	22	48	8
ENSMUSG00000087174	231	299	215	328	197	204	357	298	115
ENSMUSG00000121006	2	8	2	4	0	10	4	0	2
ENSMUSG00000043463	6	6	0	2	4	6	2	8	0
ENSMUSG00000082563	0	0	0	0	0	0	0	0	0
ENSMUSG00000080953	0	0	0	0	0	0	0	0	0
ENSMUSG00000048155	0	0	0	0	0	0	0	0	0
ENSMUSG00000081295	0	2	0	0	0	0	0	0	0
ENSMUSG00000072955	0	0	0	2	5	1	0	0	0
ENSMUSG00000089996	0	0	0	0	0	0	0	0	0
ENSMUSG00000089768	6	5	20	5	11	8	16	36	2
ENSMUSG00000044348	60	54	68	261	80	182	110	96	96
ENSMUSG00000083445	0	0	0	0	0	0	0	0	0
ENSMUSG00000087149	0	0	0	0	0	0	0	0	0
ENSMUSG00000121322	0	0	0	0	0	0	0	0	0
ENSMUSG00000118608	0	0	0	0	0	0	0	0	0
ENSMUSG00000121394	0	0	0	0	0	0	0	0	0
ENSMUSG00000085998	0	0	0	0	0	0	0	0	0
ENSMUSG00000042498	134	229	348	42	96	264	214	269	74
ENSMUSG00000068173	0	0	0	0	0	0	0	0	0
ENSMUSG00000098348	0	0	0	0	0	0	0	0	0
ENSMUSG00000053909	0	0	0	0	0	0	0	0	0
ENSMUSG00000051038	0	0	0	0	0	0	0	0	0
ENSMUSG00000089963	0	0	0	0	0	0	0	0	0
ENSMUSG00000071766	0	0	0	0	0	0	0	0	0
ENSMUSG00000050197	0	0	0	0	0	0	0	0	0
ENSMUSG00000080942	0	0	0	0	0	0	0	0	0
ENSMUSG00000048047	483	712	632	757	500	643	820	755	348
ENSMUSG00000092794	0	0	0	0	0	0	0	0	0
ENSMUSG00000083556	0	0	0	0	0	0	0	0	0
ENSMUSG00000071721	0	0	0	0	0	0	0	0	0
ENSMUSG00000082887	0	0	0	0	0	0	0	0	0
ENSMUSG00000083683	0	0	0	0	0	0	0	0	0
ENSMUSG00000081684	8	4	0	6	0	4	4	4	4
ENSMUSG00000025626	346	470	557	843	306	747	841	630	338
ENSMUSG00000025630	4151	2446	2635	7205	2314	2925	6249	3688	4327
ENSMUSG00000076050	0	0	0	0	0	0	0	0	0
ENSMUSG00000065486	0	0	0	0	0	0	0	0	0
ENSMUSG00000076399	0	0	0	0	0	0	0	0	0
ENSMUSG00000076140	0	0	0	0	0	0	0	0	0
ENSMUSG00000101603	0	0	0	0	0	0	0	0	0
ENSMUSG00000087365	0	0	0	16	4	12	2	8	0
ENSMUSG00000065503	0	0	0	0	0	0	0	0	0
ENSMUSG00000076122	0	0	0	0	0	0	0	0	0
ENSMUSG00000065418	0	0	0	0	0	0	0	0	0
ENSMUSG00000095005	0	0	0	0	0	0	0	0	0
ENSMUSG00000095034	0	0	0	0	0	0	0	0	0
ENSMUSG00000084776	0	0	0	0	0	0	0	0	0
ENSMUSG00000096362	0	0	0	0	0	0	0	0	0
ENSMUSG00000094288	0	0	0	0	0	0	0	0	0
ENSMUSG00000094999	0	0	0	0	0	0	0	0	0
ENSMUSG00000095277	0	0	0	0	0	0	0	0	0
ENSMUSG00000085536	0	0	0	0	0	0	0	0	0
ENSMUSG00000095108	0	0	0	0	0	0	0	0	0
ENSMUSG00000093796	0	0	0	0	0	0	0	0	0
ENSMUSG00000095521	0	0	0	0	0	0	0	0	0
ENSMUSG00000094015	0	0	0	0	0	0	0	0	0
ENSMUSG00000083544	0	0	0	0	0	0	0	0	0
ENSMUSG00000085598	0	0	0	0	0	0	0	0	0
ENSMUSG00000081106	0	0	0	0	0	0	0	0	0
ENSMUSG00000082755	6	0	6	14	2	4	16	4	12
ENSMUSG00000084831	0	0	0	0	0	0	0	0	0
ENSMUSG00000082827	0	0	0	0	0	0	0	0	0
ENSMUSG00000083566	0	0	0	0	0	0	0	0	0
ENSMUSG00000086104	0	0	0	0	0	0	0	0	0
ENSMUSG00000086207	0	0	0	0	0	0	0	0	0
ENSMUSG00000071738	0	0	0	0	0	0	0	0	0
ENSMUSG00000081061	0	0	0	0	0	0	0	0	0
ENSMUSG00000083333	0	0	0	0	0	0	0	0	0
ENSMUSG00000082444	0	0	0	0	0	0	0	0	0
ENSMUSG00000073085	0	0	0	0	0	0	0	0	0
ENSMUSG00000081175	0	0	0	0	0	0	0	0	0
ENSMUSG00000079525	0	0	0	0	0	0	0	0	0
ENSMUSG00000082824	0	0	0	0	0	0	0	0	0
ENSMUSG00000083810	0	0	0	0	0	0	0	0	0
ENSMUSG00002075938	0	0	0	0	0	0	0	0	0
ENSMUSG00000088530	0	0	0	0	0	0	0	0	0
ENSMUSG00000083482	2	0	6	0	0	0	0	2	2
